date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:49:50	96476/96476	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b3d-178dc%22	https://html.awaikenthemes.com/weebix/images/team-4.jpg	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/images/team-4.jpg	(from https://html.awaikenthemes.com/weebix/about.html)
09:49:51	223185/223185	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b3d-367d1%22	https://html.awaikenthemes.com/weebix/images/post-4.jpg	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/images/post-4.jpg	(from https://html.awaikenthemes.com/weebix/blog.html)
09:49:52	205469/205469	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b3d-3229d%22	https://html.awaikenthemes.com/weebix/images/post-5.jpg	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/images/post-5.jpg	(from https://html.awaikenthemes.com/weebix/blog.html)
09:49:52	216955/216955	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b3d-34f7b%22	https://html.awaikenthemes.com/weebix/images/post-7.jpg	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/images/post-7.jpg	(from https://html.awaikenthemes.com/weebix/blog.html)
09:49:52	265108/265108	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b3d-40b94%22	https://html.awaikenthemes.com/weebix/images/post-8.jpg	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/images/post-8.jpg	(from https://html.awaikenthemes.com/weebix/blog.html)
09:49:52	206712/206712	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b3d-32778%22	https://html.awaikenthemes.com/weebix/images/post-9.jpg	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/images/post-9.jpg	(from https://html.awaikenthemes.com/weebix/blog.html)
09:49:52	14427/14427	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b3d-385b%22	https://html.awaikenthemes.com/weebix/images/icon-service-list.svg	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/images/icon-service-list.svg	(from https://html.awaikenthemes.com/weebix/service-single.html)
09:49:52	5434/5434	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b3d-153a%22	https://html.awaikenthemes.com/weebix/images/icon-choice-1.svg	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/images/icon-choice-1.svg	(from https://html.awaikenthemes.com/weebix/service-single.html)
09:49:52	381104/381104	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b3d-5d0b0%22	https://html.awaikenthemes.com/weebix/images/service-feature-img.jpg	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/images/service-feature-img.jpg	(from https://html.awaikenthemes.com/weebix/service-single.html)
09:49:52	5240/5240	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b3d-1478%22	https://html.awaikenthemes.com/weebix/images/icon-choice-2.svg	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/images/icon-choice-2.svg	(from https://html.awaikenthemes.com/weebix/service-single.html)
09:49:53	6919/6919	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b3d-1b07%22	https://html.awaikenthemes.com/weebix/images/icon-choice-3.svg	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/images/icon-choice-3.svg	(from https://html.awaikenthemes.com/weebix/service-single.html)
09:49:53	642/642	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b3d-282%22	https://html.awaikenthemes.com/weebix/images/icon-phone.svg	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/images/icon-phone.svg	(from https://html.awaikenthemes.com/weebix/service-single.html)
09:49:53	582/582	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b3d-246%22	https://html.awaikenthemes.com/weebix/images/icon-mail.svg	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/images/icon-mail.svg	(from https://html.awaikenthemes.com/weebix/service-single.html)
09:49:53	3434/3434	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b3d-d6a%22	https://html.awaikenthemes.com/weebix/images/icon-date.svg	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/images/icon-date.svg	(from https://html.awaikenthemes.com/weebix/portfolio-single.html)
09:49:54	2569/2569	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b3d-a09%22	https://html.awaikenthemes.com/weebix/images/icon-client.svg	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/images/icon-client.svg	(from https://html.awaikenthemes.com/weebix/portfolio-single.html)
09:49:54	5751/5751	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b3d-1677%22	https://html.awaikenthemes.com/weebix/images/icon-website.svg	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/images/icon-website.svg	(from https://html.awaikenthemes.com/weebix/portfolio-single.html)
09:49:54	1729/1729	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b3d-6c1%22	https://html.awaikenthemes.com/weebix/images/icon-location-1.svg	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/images/icon-location-1.svg	(from https://html.awaikenthemes.com/weebix/portfolio-single.html)
09:49:55	466727/466727	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b3d-71f27%22	https://html.awaikenthemes.com/weebix/images/project-single.jpg	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/images/project-single.jpg	(from https://html.awaikenthemes.com/weebix/portfolio-single.html)
09:49:55	468919/468919	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b3d-727b7%22	https://html.awaikenthemes.com/weebix/images/post-single.jpg	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/images/post-single.jpg	(from https://html.awaikenthemes.com/weebix/blog-single.html)
09:49:55	600/600	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b3d-258%22	https://html.awaikenthemes.com/weebix/images/icon-location.svg	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/images/icon-location.svg	(from https://html.awaikenthemes.com/weebix/contact-us.html)
09:49:55	79707/79707	---M--	200	added ('OK')	image/png	etag:%2267c69b3d-1375b%22	https://html.awaikenthemes.com/weebix/images/404-error-img.png	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/images/404-error-img.png	(from https://html.awaikenthemes.com/weebix/404.html)
09:49:55	89351/89351	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b3d-15d07%22	https://html.awaikenthemes.com/weebix/images/contact-info-1.jpg	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/images/contact-info-1.jpg	(from https://html.awaikenthemes.com/weebix/contact-us.html)
09:49:56	145987/145987	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b3d-23a43%22	https://html.awaikenthemes.com/weebix/images/contact-info-2.jpg	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/images/contact-info-2.jpg	(from https://html.awaikenthemes.com/weebix/contact-us.html)
09:49:56	85093/85093	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b3d-14c65%22	https://html.awaikenthemes.com/weebix/images/contact-info-3.jpg	C:/Users/kunda%20somarajesh/OneDrive/Desktop/carbon/freeelacing/html.awaikenthemes.com/weebix/images/contact-info-3.jpg	(from https://html.awaikenthemes.com/weebix/contact-us.html)
